ID_Matricula,ID_Estudiante,ID_Curso,Correo,FechaNacimiento,DepNacimiento,TipoDocumento,NumeroDocumento,AnioLectivo
331,400,2,correo.est331@edunotas.edu,2005-06-05,Colombia,CC,10000400,2025
332,401,8,correo.est332@edunotas.edu,2007-03-26,Colombia,CC,10000401,2025
333,403,6,correo.est333@edunotas.edu,2006-10-08,Colombia,CC,10000403,2025
334,405,8,correo.est334@edunotas.edu,2007-11-12,Colombia,CC,10000405,2025
335,407,2,correo.est335@edunotas.edu,2004-09-05,Colombia,CC,10000407,2025
336,409,6,correo.est336@edunotas.edu,2007-07-21,Colombia,CC,10000409,2025
337,410,6,correo.est337@edunotas.edu,2004-07-07,Colombia,CC,10000410,2025
338,411,10,correo.est338@edunotas.edu,2004-08-06,Colombia,CC,10000411,2025
339,412,8,correo.est339@edunotas.edu,2004-06-09,Colombia,CC,10000412,2025
340,413,9,correo.est340@edunotas.edu,2005-07-06,Colombia,CC,10000413,2025
341,414,9,correo.est341@edunotas.edu,2004-12-07,Colombia,CC,10000414,2025
342,416,5,correo.est342@edunotas.edu,2004-04-26,Colombia,CC,10000416,2025
343,417,6,correo.est343@edunotas.edu,2004-04-07,Colombia,CC,10000417,2025
344,418,5,correo.est344@edunotas.edu,2007-01-23,Colombia,CC,10000418,2025
345,419,8,correo.est345@edunotas.edu,2006-10-14,Colombia,CC,10000419,2025
346,420,9,correo.est346@edunotas.edu,2007-06-15,Colombia,CC,10000420,2025
347,421,5,correo.est347@edunotas.edu,2006-07-23,Colombia,CC,10000421,2025
348,423,6,correo.est348@edunotas.edu,2006-12-09,Colombia,CC,10000423,2025
349,424,9,correo.est349@edunotas.edu,2005-02-17,Colombia,CC,10000424,2025
350,426,8,correo.est350@edunotas.edu,2005-10-18,Colombia,CC,10000426,2025
351,427,3,correo.est351@edunotas.edu,2004-03-11,Colombia,CC,10000427,2025
352,428,6,correo.est352@edunotas.edu,2008-09-16,Colombia,CC,10000428,2025
353,429,8,correo.est353@edunotas.edu,2006-01-25,Colombia,CC,10000429,2025
354,431,6,correo.est354@edunotas.edu,2004-04-25,Colombia,CC,10000431,2025
355,432,2,correo.est355@edunotas.edu,2006-02-07,Colombia,CC,10000432,2025
356,433,5,correo.est356@edunotas.edu,2007-06-02,Colombia,CC,10000433,2025
357,434,9,correo.est357@edunotas.edu,2007-06-23,Colombia,CC,10000434,2025
358,437,7,correo.est358@edunotas.edu,2008-10-14,Colombia,CC,10000437,2025
359,438,4,correo.est359@edunotas.edu,2008-08-26,Colombia,CC,10000438,2025
360,439,5,correo.est360@edunotas.edu,2006-08-16,Colombia,CC,10000439,2025
361,440,2,correo.est361@edunotas.edu,2005-05-03,Colombia,CC,10000440,2025
362,442,3,correo.est362@edunotas.edu,2006-12-08,Colombia,CC,10000442,2025
363,443,9,correo.est363@edunotas.edu,2005-05-28,Colombia,CC,10000443,2025
364,444,2,correo.est364@edunotas.edu,2004-07-12,Colombia,CC,10000444,2025
365,445,8,correo.est365@edunotas.edu,2005-10-24,Colombia,CC,10000445,2025
366,446,10,correo.est366@edunotas.edu,2007-07-27,Colombia,CC,10000446,2025
367,447,7,correo.est367@edunotas.edu,2006-07-25,Colombia,CC,10000447,2025
368,448,3,correo.est368@edunotas.edu,2004-07-27,Colombia,CC,10000448,2025
369,449,8,correo.est369@edunotas.edu,2004-04-20,Colombia,CC,10000449,2025
370,450,4,correo.est370@edunotas.edu,2005-07-15,Colombia,CC,10000450,2025
371,452,8,correo.est371@edunotas.edu,2007-05-10,Colombia,CC,10000452,2025
372,453,2,correo.est372@edunotas.edu,2004-12-22,Colombia,CC,10000453,2025
373,454,9,correo.est373@edunotas.edu,2006-04-19,Colombia,CC,10000454,2025
374,455,8,correo.est374@edunotas.edu,2004-12-25,Colombia,CC,10000455,2025
375,457,2,correo.est375@edunotas.edu,2008-03-23,Colombia,CC,10000457,2025
376,458,1,correo.est376@edunotas.edu,2004-04-22,Colombia,CC,10000458,2025
377,459,5,correo.est377@edunotas.edu,2004-10-24,Colombia,CC,10000459,2025
378,460,4,correo.est378@edunotas.edu,2006-12-25,Colombia,CC,10000460,2025
379,461,9,correo.est379@edunotas.edu,2005-08-24,Colombia,CC,10000461,2025
380,462,2,correo.est380@edunotas.edu,2007-04-22,Colombia,CC,10000462,2025
381,463,3,correo.est381@edunotas.edu,2004-04-03,Colombia,CC,10000463,2025
382,464,1,correo.est382@edunotas.edu,2007-07-13,Colombia,CC,10000464,2025
383,465,5,correo.est383@edunotas.edu,2007-12-12,Colombia,CC,10000465,2025
384,466,2,correo.est384@edunotas.edu,2008-05-16,Colombia,CC,10000466,2025
385,468,9,correo.est385@edunotas.edu,2008-08-23,Colombia,CC,10000468,2025
386,470,10,correo.est386@edunotas.edu,2007-09-18,Colombia,CC,10000470,2025
387,471,9,correo.est387@edunotas.edu,2006-06-28,Colombia,CC,10000471,2025
388,472,9,correo.est388@edunotas.edu,2007-10-24,Colombia,CC,10000472,2025
389,473,6,correo.est389@edunotas.edu,2007-12-19,Colombia,CC,10000473,2025
390,474,8,correo.est390@edunotas.edu,2004-02-10,Colombia,CC,10000474,2025
391,475,10,correo.est391@edunotas.edu,2004-08-20,Colombia,CC,10000475,2025
392,476,5,correo.est392@edunotas.edu,2007-02-21,Colombia,CC,10000476,2025
393,477,10,correo.est393@edunotas.edu,2004-07-19,Colombia,CC,10000477,2025
394,478,3,correo.est394@edunotas.edu,2005-11-23,Colombia,CC,10000478,2025
395,479,10,correo.est395@edunotas.edu,2006-02-01,Colombia,CC,10000479,2025
396,480,9,correo.est396@edunotas.edu,2005-03-25,Colombia,CC,10000480,2025
397,481,8,correo.est397@edunotas.edu,2008-07-13,Colombia,CC,10000481,2025
398,482,9,correo.est398@edunotas.edu,2007-09-22,Colombia,CC,10000482,2025
399,483,10,correo.est399@edunotas.edu,2008-09-10,Colombia,CC,10000483,2025
400,484,3,correo.est400@edunotas.edu,2004-01-08,Colombia,CC,10000484,2025
401,485,3,correo.est401@edunotas.edu,2007-06-02,Colombia,CC,10000485,2025
402,486,4,correo.est402@edunotas.edu,2004-06-05,Colombia,CC,10000486,2025
403,488,5,correo.est403@edunotas.edu,2004-02-09,Colombia,CC,10000488,2025
404,489,3,correo.est404@edunotas.edu,2004-12-15,Colombia,CC,10000489,2025
405,490,7,correo.est405@edunotas.edu,2006-02-26,Colombia,CC,10000490,2025
406,491,4,correo.est406@edunotas.edu,2005-06-06,Colombia,CC,10000491,2025
407,493,10,correo.est407@edunotas.edu,2006-10-12,Colombia,CC,10000493,2025
408,497,8,correo.est408@edunotas.edu,2007-01-08,Colombia,CC,10000497,2025
409,498,10,correo.est409@edunotas.edu,2007-12-03,Colombia,CC,10000498,2025
410,499,1,correo.est410@edunotas.edu,2008-05-26,Colombia,CC,10000499,2025
411,501,10,correo.est411@edunotas.edu,2005-12-19,Colombia,CC,10000501,2025
412,502,8,correo.est412@edunotas.edu,2004-05-25,Colombia,CC,10000502,2025
413,504,6,correo.est413@edunotas.edu,2005-09-14,Colombia,CC,10000504,2025
414,505,9,correo.est414@edunotas.edu,2007-07-03,Colombia,CC,10000505,2025
415,506,3,correo.est415@edunotas.edu,2008-08-14,Colombia,CC,10000506,2025
416,507,8,correo.est416@edunotas.edu,2007-03-04,Colombia,CC,10000507,2025
417,508,4,correo.est417@edunotas.edu,2006-05-21,Colombia,CC,10000508,2025
418,509,6,correo.est418@edunotas.edu,2007-02-09,Colombia,CC,10000509,2025
419,511,4,correo.est419@edunotas.edu,2004-06-24,Colombia,CC,10000511,2025
420,512,4,correo.est420@edunotas.edu,2008-11-07,Colombia,CC,10000512,2025
421,513,5,correo.est421@edunotas.edu,2008-11-19,Colombia,CC,10000513,2025
422,515,10,correo.est422@edunotas.edu,2006-04-03,Colombia,CC,10000515,2025
423,516,3,correo.est423@edunotas.edu,2004-01-17,Colombia,CC,10000516,2025
424,517,6,correo.est424@edunotas.edu,2008-01-10,Colombia,CC,10000517,2025
425,518,1,correo.est425@edunotas.edu,2004-03-09,Colombia,CC,10000518,2025
426,519,2,correo.est426@edunotas.edu,2007-01-07,Colombia,CC,10000519,2025
427,520,7,correo.est427@edunotas.edu,2006-03-08,Colombia,CC,10000520,2025
428,522,8,correo.est428@edunotas.edu,2005-04-03,Colombia,CC,10000522,2025
429,523,4,correo.est429@edunotas.edu,2006-11-05,Colombia,CC,10000523,2025
430,524,5,correo.est430@edunotas.edu,2004-05-21,Colombia,CC,10000524,2025
431,525,8,correo.est431@edunotas.edu,2004-09-19,Colombia,CC,10000525,2025
432,526,8,correo.est432@edunotas.edu,2007-03-28,Colombia,CC,10000526,2025
433,527,2,correo.est433@edunotas.edu,2007-08-20,Colombia,CC,10000527,2025
434,528,5,correo.est434@edunotas.edu,2005-11-20,Colombia,CC,10000528,2025
435,531,3,correo.est435@edunotas.edu,2004-01-27,Colombia,CC,10000531,2025
436,532,2,correo.est436@edunotas.edu,2007-03-16,Colombia,CC,10000532,2025
437,533,5,correo.est437@edunotas.edu,2008-03-03,Colombia,CC,10000533,2025
438,535,6,correo.est438@edunotas.edu,2004-08-25,Colombia,CC,10000535,2025
439,536,6,correo.est439@edunotas.edu,2004-12-16,Colombia,CC,10000536,2025
440,537,10,correo.est440@edunotas.edu,2007-04-03,Colombia,CC,10000537,2025
441,538,4,correo.est441@edunotas.edu,2005-05-22,Colombia,CC,10000538,2025
442,539,1,correo.est442@edunotas.edu,2006-10-13,Colombia,CC,10000539,2025
443,540,2,correo.est443@edunotas.edu,2008-07-23,Colombia,CC,10000540,2025
444,541,6,correo.est444@edunotas.edu,2004-10-13,Colombia,CC,10000541,2025
445,542,7,correo.est445@edunotas.edu,2005-08-03,Colombia,CC,10000542,2025
446,543,5,correo.est446@edunotas.edu,2006-08-02,Colombia,CC,10000543,2025
447,544,7,correo.est447@edunotas.edu,2006-12-18,Colombia,CC,10000544,2025
448,545,7,correo.est448@edunotas.edu,2008-07-06,Colombia,CC,10000545,2025
449,548,4,correo.est449@edunotas.edu,2007-09-12,Colombia,CC,10000548,2025
450,550,8,correo.est450@edunotas.edu,2007-02-22,Colombia,CC,10000550,2025
